Date,Price,Volume,% change in vs yesterday,Is ATH,Last 7 days growth,Prediction
44082,10373.45,73491.87842,0.01,0,-0.12988793,0
44083,10126.66,49347.11378,-0.02,0,-0.110802614,1
44084,10219.29,58253.75375,0.01,0,0.007989513,1
44085,10336.86,43830.25447,0.01,0,-0.0104717,1
44086,10387.89,35379.1531,0,0,0.021757327,1
44087,10440.67,43837.60987,0.01,0,0.018016964,0
44088,10332.84,67059.29136,-0.01,0,-0.003914802,1
44089,10671.77,61822.45279,0.03,0,0.053829199,1
44090,10785.23,64991.51244,0.01,0,0.055379581,1
44091,10954.01,55601.61453,0.02,0,0.059703817,0
44092,10940,47266.72828,0,0,0.053149388,0
44093,10933.4,38440.03686,0,0,0.047193331,1
44094,11080.64,39157.92257,0.01,0,0.072371197,0
44095,10920.28,70683.43118,-0.01,0,0.023286671,0
44096,10417.22,43991.23548,-0.05,0,-0.034121665,1
44097,10529.61,51876.56808,0.01,0,-0.038743802,0
44098,10241.46,57676.61943,-0.03,0,-0.06385192,1
44099,10736.33,48101.11701,0.05,0,-0.018024585,0
44100,10686.57,28420.83666,0,0,-0.03556383,1
44101,10728.59,30549.48325,0,0,-0.017553579,1
44102,10774.26,50095.25173,0,0,0.034274019,0
44103,10696.11,41874.8984,-0.01,0,0.015812551,1
44104,10840.58,39596.02732,0.01,0,0.058499472,0
44105,10776.59,60866.33289,-0.01,0,0.003749885,0
44106,10619.13,50130.39371,-0.01,0,-0.006310725,0
44107,10570.4,22298.22134,0,0,-0.014744715,0
44108,10542.07,23212.0016,0,0,-0.021550436,1
44109,10666.62,34025.76165,0.01,0,-0.002757077,1
44110,10792.2,48674.74047,0.01,0,-0.004462861,0
44111,10599.65,32811.99028,-0.02,0,-0.016418923,1
44112,10666.4,51959.69157,0.01,0,0.0044514,1
44113,10925.44,48240.07324,0.02,0,0.033588133,1
44114,11050.64,43648.03694,0.01,0,0.048241949,1
44115,11293.22,29043.85134,0.02,0,0.058744007,1
44116,11369.02,52825.28371,0.01,0,0.05344786,1
44117,11528.24,42205.28371,0.01,0,0.087605723,0
44118,11420.57,41415.10602,-0.01,0,0.070705205,0
44119,11417.89,48760.71768,0,0,0.0450737,1
44120,11505.13,48797.7495,0.01,0,0.041127935,0
44121,11319.24,22368.91524,-0.02,0,0.002304037,1
44122,11360.31,23284.04119,0,0,-0.000766117,1
44123,11503.14,47414.53469,0.01,0,-0.002177262,1
44124,11751.46,62134.75066,0.02,0,0.02897316,1
44125,11910,114584.4568,0.01,0,0.043099907,1
44126,12780.75,70038.82414,0.07,0,0.110874019,1
44127,12968.84,50386.99984,0.01,0,0.145734166,0
44128,12923.06,35952.20907,0,0,0.137562267,1
44129,13111.73,38481.5795,0.01,0,0.139839209,0
44130,13029.64,60951.67299,-0.01,0,0.108767762,1
44131,13052.15,80811.01945,0,0,0.095898405,1
44132,13636.16,94440.56123,0.04,0,0.066929562,0
44133,13266.4,74872.60213,-0.03,0,0.022944226,1
44134,13455.69,70657.77888,0.01,0,0.041215471,1
44135,13560.1,67339.23852,0.01,0,0.034196098,1
44136,13791,36285.64853,0.02,0,0.058432927,0
44137,13761.49,64566.42191,0,0,0.054346602,0
44138,13549.63,74115.63079,-0.02,0,-0.006345628,1
44139,14023.53,93016.98826,0.03,0,0.057071248,1
44140,14144.01,143741.5227,0.01,0,0.051154567,1
44141,15590.02,122618.1977,0.1,0,0.149698011,0
44142,15579.93,101431.2066,0,0,0.129717207,0
44143,14818.3,65547.17857,-0.05,0,0.076794737,1
44144,15475.1,108976.3341,0.04,0,0.142104987,0
44145,15328.41,61681.91961,-0.01,0,0.093049325,0
44146,15297.21,78469.74646,0,0,0.081532748,1
44147,15684.25,102196.3566,0.03,0,0.006044251,1
44148,16291.85,75691.88101,0.04,0,0.045694685,1
44149,16320.04,59116.34718,0,0,0.101343609,0
44150,16069.56,43596.84151,-0.02,0,0.038413968,0
44151,15957,81300.67592,-0.01,0,0.041008167,1
44152,16713.08,115221.4031,0.05,0,0.092557401,1
44153,17659.38,149019.7881,0.06,1,0.12593079,1
44154,17777.75,93009.56101,0.01,1,0.091205112,1
44155,17802.81,88423.01849,0,1,0.090855782,1
44156,18655.66,75577.45839,0.05,1,0.1609316,1
44157,18703.8,81645.73778,0,1,0.17213762,0
44158,18413.88,82961.50609,-0.02,0,0.101764606,0
44159,18368.01,113581.5092,0,0,0.040127683,1
44160,19160,93266.57689,0.04,1,0.077751684,0
44161,18718.83,181005.2467,-0.02,0,0.051453675,0
44162,17149.47,85297.02479,-0.08,0,-0.080736356,0
44163,17139.53,64910.69997,0,0,-0.083633807,1
44164,17719.84,55329.0163,0.03,0,-0.037691133,1
44165,18185,115463.4669,0.03,0,-0.009963518,1
44166,19695.87,127698.7627,0.08,1,0.027968163,0
44167,18764.96,75911.01348,-0.05,0,0.002464363,1
44168,19204.08,66689.39128,0.02,0,0.119806035,1
44169,19422.34,71283.6682,0.01,0,0.133189767,0
44170,18650.51,42922.74857,-0.04,0,0.052521355,1
44171,19147.66,37043.09186,0.03,0,0.052937036,1
44172,19358.67,41372.29629,0.01,0,-0.01712034,0
44173,19166.9,61626.94761,-0.01,0,0.02141971,0
44174,18324.11,79585.5538,-0.04,0,-0.045822034,1
44175,18541.29,52890.67509,0.01,0,-0.045362711,0
44176,18254.81,72610.72426,-0.02,0,-0.021216578,0
44177,18036.53,49519.97843,-0.01,0,-0.058029545,1
44178,18808.69,56560.82174,0.04,0,-0.02841001,1
44179,19174.99,47257.20129,0.02,0,0.000422082,1
44180,19273.69,61834.36601,0.01,0,0.051821344,1
44181,19426.43,114306.3356,0.01,0,0.047738857,1
44182,21335.52,184882.4767,0.1,1,0.168761548,1
44183,22797.15,79646.13432,0.07,1,0.263943231,1
44184,23107.39,86045.06468,0.01,1,0.228548612,1
44185,23821.6,76690.14569,0.03,1,0.242326593,0
44186,23455.54,88030.29724,-0.02,0,0.216971945,0
44187,22719.88,87033.12616,-0.03,0,0.169534495,1
44188,23810.79,119047.2597,0.05,0,0.11601639,0
44189,23232.39,69013.83425,-0.02,0,0.01909186,1
44190,23728.99,79519.94357,0.02,0,0.026900485,1
44191,24712.47,97806.51339,0.04,1,0.037397572,1
44192,26493.4,148455.5862,0.07,1,0.129515671,0
44193,26281.54,79721.7425,-0.01,0,0.156764032,1
44194,27079.42,69411.59261,0.03,1,0.13727516,1
44195,27385,95356.05783,0.01,1,0.178742265,1
44196,28875.55,75508.50515,0.05,1,0.21688913,1
44197,28923.63,54182.92501,0,1,0.170406277,1
44198,29331.7,129993.8734,0.01,1,0.107132342,1
44199,32176.45,120957.5668,0.1,1,0.2242985,1
44200,33000.05,140899.8857,0.03,1,0.218639469,0
44201,31989.75,116049.997,-0.03,0,0.168148622,1
44202,33949.53,127139.2013,0.06,1,0.175718904,1
44203,36769.36,132825.7004,0.08,1,0.271256754,1
44204,39432.48,139789.9575,0.07,1,0.344363948,1
44205,40586.96,75785.97968,0.03,1,0.261387133,0
44206,40088.22,118209.5445,-0.01,0,0.214792705,0
44207,38150.02,251156.1383,-0.05,0,0.19257012,0
44208,35410.37,133948.152,-0.07,0,0.043029756,0
44209,34049.15,124477.9149,-0.04,0,-0.073980347,1
44210,37371.38,102950.3894,0.1,0,-0.052269094,1
44211,39145.21,118300.9209,0.05,0,-0.035522493,0
44212,36737.43,86348.43151,-0.06,0,-0.083585402,0
44213,35994.98,80157.72738,-0.02,0,-0.056488568,0
44214,35824.99,70698.11875,0,0,0.011708999,1
44215,36622.46,79611.30777,0.02,0,0.075576336,0
44216,35901.94,89368.42292,-0.02,0,-0.039319929,0
44217,35468.23,135004.0767,-0.01,0,-0.093931799,0
44218,30851.99,142971.684,-0.13,0,-0.160202823,1
44219,32950,64595.28768,0.07,0,-0.084594574,0
44220,32078,57978.03797,-0.03,0,-0.104591516,1
44221,32259.45,88499.22692,0.01,0,-0.119134815,0
44222,32254.19,84972.20691,0,0,-0.101603145,1
44223,32464.01,95911.96171,0.01,0,-0.084701718,0
44224,30362.19,92621.14562,-0.06,0,-0.015875799,1
44225,33368.18,231827.0056,0.1,0,0.012691351,1
44226,34246.28,84889.68134,0.03,0,0.06759399,0
44227,34262.89,68742.28038,0,0,0.062103973,0
44228,33092.97,82718.27688,-0.03,0,0.026005303,1
44229,33517.09,78056.65988,0.01,0,0.032438383,1
44230,35472.71,80784.33366,0.06,0,0.168318557,1
44231,37620.26,92080.7359,0.06,0,0.127429186,0
44232,36936.65,66681.33428,-0.02,0,0.078559481,1
44233,38289.32,98757.31118,0.04,0,0.117515773,1
44234,39181.01,84363.67976,0.02,0,0.183967773,0
44235,38795.69,138597.5369,-0.01,0,0.157489806,1
44236,46374.86,115499.8617,0.2,1,0.307339078,1
44237,46420.42,97154.1822,0,1,0.233920765,0
44238,44807.58,89561.08145,-0.03,0,0.213092687,1
44239,47968.66,85870.0357,0.07,1,0.252794774,0
44240,47298.15,63768.0974,-0.01,0,0.207170259,0
44241,47156.78,73735.47553,0,0,0.21551595,1
44242,48580.47,79398.15678,0.03,1,0.047560467,0
44243,47911.1,88813.2663,-0.01,0,0.032112592,1
44244,49133.45,85743.63782,0.03,1,0.096543263,1
44245,52117.67,60758.04695,0.06,1,0.086494182,0
44246,51552.61,79659.77802,-0.01,0,0.089949818,1
44247,55906,80948.20531,0.08,1,0.185534721,0
44248,55841.19,58166.70851,0,0,0.149457591,1
44249,57412.35,134019.4349,0.03,1,0.198309995,0
44250,54087.67,169375.0251,-0.06,0,0.100831918,0
44251,48891,91881.20925,-0.1,0,-0.061911248,1
44252,49676.21,83310.67312,0.02,0,-0.036397769,0
44253,47073.73,109423.2007,-0.05,0,-0.157984295,0
44254,46276.88,66060.83429,-0.02,0,-0.171276973,0
44255,46103.67,83055.36904,0,0,-0.196972951,0
44256,45134.11,85086.11165,-0.02,0,-0.165537913,1
44257,49595.76,64221.06214,0.1,0,0.014414923,0
44258,48436.61,81035.91371,-0.02,0,-0.024953594,1
44259,50349.37,82649.71683,0.04,0,0.069585308,0
44260,48374.09,78192.49637,-0.04,0,0.045318742,1
44261,48746.81,44399.23424,0.01,0,0.05733036,1
44262,48882.2,55235.02803,0,0,0.083043401,1
44263,50959.11,66987.35966,0.04,0,0.027489245,1
44264,52375.18,71656.73708,0.03,0,0.081313907,1
44265,54874.67,84749.23894,0.05,0,0.089877987,1
44266,55851.59,81914.81286,0.02,0,0.154576551,1
44267,57773.15,73405.40605,0.03,1,0.185167809,0
44268,57221.72,83245.09135,-0.01,0,0.170604433,1
44269,61188.38,52601.05275,0.07,1,0.200734864,0
44270,58976.08,102771.4273,-0.04,0,0.12603107,0
44271,55605.2,77986.69436,-0.06,0,0.0133127,1
44272,56900.74,70421.62084,0.02,0,0.018784604,1
44273,58912.97,66580.40668,0.04,0,0.019729234,0
44274,57641,52392.65296,-0.02,0,0.007327288,1
44275,58030.01,44476.94178,0.01,0,-0.051617153,1
44276,58100.02,48564.47027,0,0,-0.014854497,0
44277,57351.56,62581.62617,-0.01,0,0.031406415,0
44278,54083.25,59789.36543,-0.06,0,-0.049515876,1
44279,54342.8,83537.46502,0,0,-0.077574938,0
44280,52303.66,87400.53454,-0.04,0,-0.092596242,0
44281,51293.78,63813.77469,-0.02,0,-0.116081834,1
44282,55025.59,50105.47506,0.07,0,-0.052916161,1
44283,55817.14,39050.38751,0.01,0,-0.026754634,0
44284,55777.65,67857.9374,0,0,0.031329478,1
44285,57635.46,55122.44312,0.03,0,0.060590547,1
44286,58746.57,60975.54267,0.02,0,0.123182775,0
44287,58739.46,47415.61722,0,0,0.145157561,0
44288,58720.45,47382.41878,0,0,0.067148031,1
44289,58950.01,47409.85211,0,0,0.056127383,0
44290,57051.95,41314.08197,-0.03,0,0.022846068,1
44291,58202.01,54258.01579,0.02,0,0.009829886,1
44292,59129.99,54201.00073,0.02,0,0.006526679,0
44293,57990.03,71228.40566,-0.02,0,-0.012758544,0
44294,55953.44,44283.14702,-0.04,0,-0.047121744,1
44295,58077.52,40831.88491,0.04,0,-0.014800506,1
44296,58142.55,69906.42412,0,0,0.019115911,1
44297,59769.13,41156.71539,0.03,0,0.026925531,1
44298,59998.8,56375.03712,0,0,0.014693221,0
44299,59860.01,82848.68875,0,0,0.032246578,1
44300,63575.01,82616.34399,0.06,1,0.136212715,0
44301,62959.53,51649.70034,-0.01,0,0.084060235,1
44302,63158.74,91764.13988,0,0,0.086273994,0
44303,61334.81,58912.25613,-0.03,0,0.026195462,0
44304,60006.67,124882.1318,-0.02,0,0.000131169,0
44305,56150.01,78229.04227,-0.06,0,-0.061977938,0
44306,55633.14,72744.48215,-0.01,0,-0.124921254,1
44307,56425,66984.75691,0.01,0,-0.103789371,0
44308,53787.62,104656.6313,-0.05,0,-0.148374081,0
44309,51690.95,132230.7807,-0.04,0,-0.157233062,0
44310,51110.56,55361.51257,-0.01,0,-0.148252019,0
44311,50047.84,58255.645,-0.02,0,-0.108676205,0
44312,49066.76,86310.80212,-0.02,0,-0.118030009,1
44313,54001.38,54064.03468,0.1,0,-0.042952946,1
44314,55011.97,55130.45902,0.02,0,0.022762673,0
44315,54846.23,52486.01946,0,0,0.061041246,0
44316,53555,68578.91005,-0.02,0,0.047826516,1
44317,57697.25,42600.35184,0.08,0,0.152841961,1
44318,57797.35,36812.87886,0,0,0.177932882,0
44319,56578.21,57649.93129,-0.02,0,0.047717855,1
44320,57169.39,85324.6259,0.01,0,0.039217283,0
44321,53205.05,77263.92344,-0.07,0,-0.029923296,1
44322,57436.11,70181.67191,0.08,0,0.072469611,0
44323,56393.68,74542.74783,-0.02,0,-0.022593278,1
44324,57315.49,69709.90603,0.02,0,-0.00833706,1
44325,58866.53,69806.11991,0.03,0,0.040445253,0
44326,58240.83,89586.34925,-0.01,0,0.018741498,0
44327,55816.14,64329.54055,-0.04,0,0.049075981,1
44328,56670.02,99842.78984,0.02,0,-0.013338125,0
44329,49537.15,147332.0021,-0.13,0,-0.121583305,1
44330,49671.92,80082.20431,0,0,-0.133359586,1
44331,49844.16,89437.44936,0,0,-0.153268249,0
44332,46762.99,114269.8128,-0.06,0,-0.197075488,0
44333,46426.83,166657.1727,-0.01,0,-0.168218548,0
44334,43538.02,116979.8608,-0.06,0,-0.231727464,0
44335,42849.78,354347.2432,-0.02,0,-0.134997068,0
44336,36671.23,203017.5969,-0.14,0,-0.261731175,1
44337,40525.39,202100.8883,0.11,0,-0.186958111,0
44338,37263.35,126542.2437,-0.08,0,-0.20314441,1
44339,37458.51,217136.0466,0.01,0,-0.193171061,0
44340,34681.44,161630.894,-0.07,0,-0.203421745,1
44341,38810.99,111996.2284,0.12,0,-0.094254626,0
44342,38324.72,104780.7734,-0.01,0,0.04508957,1
44343,39241.92,86547.15879,0.02,0,-0.031670762,0
44344,38529.99,135377.6297,-0.02,0,0.033991576,0
44345,35661.79,112663.0927,-0.07,0,-0.047965602,0
44346,34605.15,73535.38697,-0.03,0,-0.002199736,1
44347,35641.26,94160.73529,0.03,0,-0.081670939,1
44348,37253.82,81234.66377,0.05,0,-0.0279428,0
44349,36694.85,67587.3725,-0.02,0,-0.064906865,1
44350,37568.68,75889.10601,0.02,0,-0.024949656,1
44351,39246.78,91317.79925,0.04,0,0.100527483,0
44352,36829.15,70459.62149,-0.06,0,0.064267891,0
44353,35516.07,47650.20664,-0.04,0,-0.003512502,1
44354,35796.31,77574.95257,0.01,0,-0.039123773,0
44355,33556.96,123251.189,-0.06,0,-0.08551309,0
44356,33380.8,136607.5975,-0.01,0,-0.111472642,1
44357,37388.05,109527.2849,0.12,0,-0.047360064,0
44358,36677.83,78466.0053,-0.02,0,-0.004108702,1
44359,37331.98,87717.54999,0.02,0,0.051129249,0
44360,35546.12,86921.02556,-0.05,0,-0.006989268,1
44361,39020.56,108522.3919,0.1,0,0.162815702,1
44362,40516.28,80679.62284,0.04,0,0.213760006,0
44363,40143.8,87771.97694,-0.01,0,0.073706706,0
44364,38349,79541.30712,-0.04,0,0.045563492,0
44365,38092.97,95228.04294,-0.01,0,0.0203844,0
44366,35820.48,68712.44946,-0.06,0,0.007718423,0
44367,35483.72,89878.17085,-0.01,0,-0.090640421,1
44368,35600.17,168778.8732,0,0,-0.121336658,0
44369,31614.12,204208.1798,-0.11,0,-0.212478141,1
44370,32509.56,126966.1006,0.03,0,-0.152270985,1
44371,33675.07,86625.80426,0.04,0,-0.11597678,1
44372,34663.08,116061.1304,0.03,0,-0.032311125,0
44373,31576.09,107820.3753,-0.09,0,-0.110124587,1
44374,32283.65,96613.24421,0.02,0,-0.093160229,1
44375,34702.49,82222.26782,0.07,0,0.097689577,0
44376,34494.89,90788.79622,-0.01,0,0.061069113,1
44377,35911.72,77152.19763,0.04,0,0.06641857,0
44378,35045,71708.26611,-0.02,0,0.011018063,0
44379,33502.33,56172.18138,-0.04,0,0.06100312,1
44380,33786.54,43044.57864,0.01,0,0.046552667,1
44381,34669.12,43703.47579,0.03,0,-0.000961602,1
44382,35288.13,64123.87425,0.02,0,0.02299587,0
44383,33690.15,58210.59635,-0.05,0,-0.061861977,1
44384,34220.02,53807.52168,0.02,0,-0.023540591,0
44385,33862.11,70136.48032,-0.01,0,0.010738955,0
44386,32875.71,47153.9399,-0.03,0,-0.026958369,1
44387,33815.81,34761.17547,0.03,0,-0.02461297,0
44388,33502.87,31572.64745,-0.01,0,-0.050590949,1
44389,34259,48181.40376,0.02,0,0.016884757,0
44390,33086.94,41126.36101,-0.03,0,-0.033111611,0
44391,32729.12,46777.82348,-0.01,0,-0.033458931,1
44392,32820.03,51639.57635,0,0,-0.001693652,0
44393,31874.49,48499.86415,-0.03,0,-0.05740865,0
44394,31383.86,34012.24213,-0.02,0,-0.063248611,1
44395,31520.07,35923.71619,0,0,-0.079947751,1
44396,31778.57,47340.4685,0.01,0,-0.039543397,0
44397,30839.65,61034.04902,-0.03,0,-0.057730547,0
44398,29790.34,82796.26513,-0.03,0,-0.092312225,1
44399,32144.51,46148.09243,0.08,0,0.008471351,1
44400,32287.58,50112.86363,0,0,0.028795693,1
44401,33634.1,47977.55014,0.04,0,0.067069331,1
44402,34261.51,47852.92831,0.02,0,0.078132528,1
44403,35381.02,152452.5127,0.03,0,0.147257508,1
44404,37241.33,88397.26702,0.05,0,0.250114299,1
44405,39456.61,101344.5284,0.06,0,0.227475858,1
44406,40019.57,53998.43928,0.01,0,0.239472577,0
44407,40018.49,73602.78481,0,0,0.189818963,1
44408,42206.36,44849.79101,0.05,0,0.231888495,0
44409,41461.84,53953.18633,-0.02,0,0.171866724,0
44410,39850.27,50837.35195,-0.04,0,0.070054963,0
44411,39146.86,57117.43585,-0.02,0,-0.007850396,0
44412,38207.04,52329.35243,-0.02,0,-0.045291091,1
44413,39723.17,84343.75562,0.04,0,-0.007379589,1
44414,40862.46,75753.94135,0.03,0,-0.031841173,1
44415,42836.87,73396.74081,0.05,0,0.033163748,1
44416,44572.54,69329.0927,0.04,0,0.118500326,0
44417,43794.36,74587.88485,-0.02,0,0.118719611,1
44418,46248.87,53814.64342,0.06,0,0.21048032,0
44419,45585,52734.90198,-0.01,0,0.147567024,0
44420,45510.67,55266.10878,0,0,0.113752574,0
44421,44400.06,48239.37043,-0.02,0,0.036491695,1
44422,47799.99,46114.35902,0.08,0,0.072408932,0
44423,47068.5,42110.71133,-0.02,0,0.074761682,0
44424,46973.82,52480.57401,0,0,0.015674978,0
44425,45901.3,57039.34163,-0.02,0,0.006938686,0
44426,44695.95,54099.41599,-0.03,0,-0.017901736,0
44427,44699.37,53411.75392,0,0,0.006741207,1
44428,46760.62,56850.35223,0.05,0,-0.021744147,1
44429,49322.47,46745.13658,0.05,0,0.047887016,0
44430,48821.88,37007.8878,-0.01,0,0.03934234,1
44431,49239.22,52462.54195,0.01,0,0.072719509,1
44432,49488.85,51014.59475,0.01,0,0.107233429,0
44433,47674.01,44655.83034,-0.04,0,0.066547694,1
44434,48973.32,49371.27777,0.03,0,0.047319732,0
44435,46843.86,42068.10497,-0.04,0,-0.05025316,1
44436,49069.9,26681.06379,0.05,0,0.005080099,0
44437,48895.35,32652.28347,0,0,-0.006983661,0
44438,48767.84,40288.35083,0,0,-0.01456914,0
44439,46982.91,48645.52737,-0.04,0,-0.014496368,1
44440,47100.89,49904.65528,0,0,-0.038233675,1
44441,48810.51,54410.77054,0.04,0,0.04198309,1
44442,49246.63,59025.64416,0.01,0,0.003601597,1
44443,49998,34664.65959,0.02,0,0.022551224,0
44444,49917.54,40544.83587,0,0,0.023574963,1
44445,51756.88,49249.66708,0.04,0,0.101610777,1
44446,52666.2,123048.8027,0.02,0,0.118157215,0
44447,46868.57,65069.3152,-0.11,0,-0.039785284,0
44448,46048.31,50651.66002,-0.02,0,-0.064944952,1
44449,46395.14,49048.26618,0.01,0,-0.072060082,0
44450,44842.2,30440.4081,-0.03,0,-0.101674482,1
44451,45173.68,32094.28052,0.01,0,-0.127194684,1
44452,46025.23,65429.15056,0.02,0,-0.126095484,0
44453,44940.72,44855.85099,-0.02,0,-0.041133109,1
44454,47103.28,43204.71174,0.05,0,0.02291007,1
44455,48121.4,40725.08895,0.02,0,0.037207777,0
44456,47737.81,34461.92776,-0.01,0,0.064573326,0
44457,47299.98,30906.47038,-0.01,0,0.047069444,1
44458,48292.75,29847.24349,0.02,0,0.049266891,0
44459,47241.75,78003.52444,-0.02,0,0.051201449,0
44460,43016.64,84534.08049,-0.09,0,-0.086759139,0
44461,40734.09,58349.05542,-0.05,0,-0.153514029,1
44462,43546.37,48699.57655,0.07,0,-0.087801263,1
44463,44865.26,84113.42629,0.03,0,-0.051474018,0
44464,42810.58,33594.57189,-0.05,0,-0.113519524,0
44465,42670.63,49879.99765,0,0,-0.096760175,1
44466,43160.9,39776.84383,0.01,0,0.003353586,0
44467,42147.35,43372.2624,-0.02,0,0.034694773,0
44468,41025.01,33511.53487,-0.03,0,-0.057900578,1
44469,41524.29,46381.22781,0.01,0,-0.074466748,1
44470,43820.01,66244.87492,0.06,0,0.023578984,1
44471,48141.6,30508.98131,0.1,0,0.12821395,0
44472,47634.89,30825.05601,-0.01,0,0.103658404,1
44473,48200.01,46796.49372,0.01,0,0.143607131,1
44474,49224.93,52125.66793,0.02,0,0.199876124,1
44475,51471.99,79877.54518,0.05,0,0.239563398,1
44476,55315,54917.37766,0.07,0,0.262322852,0
44477,53785.22,46160.25785,-0.03,0,0.117229589,1
44478,53955.67,55177.08013,0,0,0.132692235,1
44479,54949.72,89237.83613,0.02,0,0.140035448,0
44480,54659.01,52933.16575,-0.01,0,0.110392844,1
44481,57471.35,53471.2855,0.05,0,0.11655582,0
44482,55996.91,55808.44492,-0.03,0,0.012327759,1
44483,57370.83,43053.33678,0.02,0,0.06666534,0
44484,57347.94,82512.90802,0,0,0.062871428,1
44485,61672.42,35467.88096,0.08,0,0.122342753,0
44486,60875.57,39099.24124,-0.01,0,0.113733491,1
44487,61528.32,51798.44844,0.01,0,0.070591173,1
44488,62005.6,53628.10774,0.01,0,0.107303957,1
44489,64280.59,51428.93486,0.04,1,0.1204403,1
44490,66001.4,68538.64537,0.03,1,0.150893999,0
44491,62193.15,52119.35886,-0.06,0,0.008443483,0
44492,60688.23,27626.93678,-0.02,0,-0.003077425,1
44493,61286.75,31226.57676,0.01,0,-0.00392616,0
44494,60852.22,36853.83806,-0.01,0,-0.018601223,1
44495,63078.78,40217.50083,0.04,0,-0.018696313,0
44496,60328.81,62124.49016,-0.04,0,-0.08594651,0
44497,58413.44,61056.35301,-0.03,0,-0.060773735,1
44498,60575.9,43973.90414,0.04,0,-0.001850936,1
44499,62253.7,31478.12566,0.03,0,0.015777472,0
44500,61859.19,39267.63794,-0.01,0,0.016547794,0
44501,61299.81,44687.66672,-0.01,0,-0.028202353,0
44502,60911.12,46368.2841,-0.01,0,0.009652271,1
44503,63220.57,43336.09049,0.04,0,0.082294931,0
44504,62896.49,35930.93314,-0.01,0,0.038308799,0
44505,61395.01,31604.48749,-0.02,0,-0.013793397,0
44506,60940.18,25590.57408,-0.01,0,-0.014856483,1
44507,61470.62,25515.6883,0.01,0,0.002786469,1
44508,63273.58,54442.09455,0.03,0,0.038785365,1
44509,67525.82,44661.37807,0.07,1,0.06809888,0
44510,66947.67,65171.50405,-0.01,0,0.064410272,0
44511,64882.42,37237.98058,-0.03,0,0.056802825,0
44512,64774.25,44490.10816,0,0,0.062915305,0
44513,64122.22,22504.97383,-0.01,0,0.043136054,1
44514,64380.01,25705.07347,0,0,0.017486445,1
44515,65519.11,37829.37124,0.02,0,-0.029717669,0
44516,63606.73,77455.15609,-0.03,0,-0.049903753,0
44517,60058.87,46289.38491,-0.06,0,-0.074342942,1
44518,60344.86,62146.99931,0,0,-0.068381957,0
44519,56891.62,50715.88726,-0.06,0,-0.112762783,1
44520,58057.1,33811.5901,0.02,0,-0.098212318,1
44521,59707.52,31902.22785,0.03,0,-0.088700686,0
44522,58617.7,51724.32047,-0.02,0,-0.078435568,0
44523,56243.83,49917.85017,-0.04,0,-0.063521675,1
44524,57541.26,39612.04964,0.02,0,-0.046459632,0
44525,57138.29,42153.51522,-0.01,0,0.004335788,1
44526,58960.37,65927.87066,0.03,0,0.015558304,0
44527,53723.72,29716.99957,-0.09,0,-0.100218532,1
44528,54716.47,36163.7137,0.02,0,-0.066553788,1
44529,57274.89,40125.28009,0.05,0,0.018331966,1
44530,57776.25,49161.05194,0.01,0,0.004083852,0
44531,56950.56,44956.63656,-0.01,0,-0.003285538,1
44532,57184.07,37574.05976,0,0,-0.030127016,0
44533,56484.26,58927.69027,-0.01,0,0.051384007,0
44534,53601.05,114203.3737,-0.05,0,-0.020385452,0
44535,49152.46,45580.82012,-0.08,0,-0.141814851,1
44536,49396.32,58571.21575,0,0,-0.145041085,1
44537,50441.91,38253.46877,0.02,0,-0.11428597,1
44538,50588.95,38425.92466,0,0,-0.11533142,0
44539,50471.19,37692.68665,0,0,-0.106455675,0
44540,47535.9,44233.57391,-0.06,0,-0.113153567,0
44541,47140.54,28889.19358,-0.01,0,-0.040932234,1
44542,49389.99,26017.93421,0.05,0,-0.000128147,1
44543,50053.9,50869.52093,0.01,0,-0.007692215,0
44544,46702.76,39955.98445,-0.07,0,-0.07681895,1
44545,48336.95,51629.181,0.03,0,-0.042286302,1
44546,48864.98,31949.86739,0.01,0,0.0279595,0
44547,47632.38,43104.4887,-0.03,0,0.010433483,0
44548,46133.83,25020.05271,-0.03,0,-0.065927529,1
44549,46834.47,29305.70665,0.02,0,-0.064319264,0
44550,46681.24,35848.50609,0,0,-0.000460786,1
44551,46914.17,37713.92924,0,0,-0.029434625,1
44552,48887.59,27004.2022,0.04,0,0.000462704,0
44553,48588.17,35192.54046,-0.01,0,0.020065972,1
44554,50838.82,31684.84269,0.05,0,0.101985679,0
44555,50819.99,19135.51613,0,0,0.085098006,0
44556,50399.67,22569.88914,-0.01,0,0.079655767,1
44557,50775.48,28792.21566,0.01,0,0.082305836,0
44558,50701.44,45853.33924,0,0,0.037102463,0
44559,47543.74,39498.87,-0.06,0,-0.021495562,0
44560,46464.66,30352.29569,-0.02,0,-0.086039763,1
44561,47120.88,34937.99796,0.01,0,-0.072788483,0
44562,46216.93,19604.46325,-0.02,0,-0.082991416,1
44563,47722.66,18340.4604,0.03,0,-0.060123902,0
44564,47286.18,27662.0771,-0.01,0,-0.067360217,0
44565,46446.1,35491.4136,-0.02,0,-0.023086951,0
44566,45832.01,51784.11857,-0.01,0,-0.013615724,0
44567,43451.14,38880.37305,-0.05,0,-0.077879276,0
44568,43082.3,54836.50818,-0.01,0,-0.06782428,0
44569,41566.48,32952.73111,-0.04,0,-0.128999096,1
44570,41679.74,22724.39426,0,0,-0.118564029,1
44571,41864.62,50729.17019,0,0,-0.09864079,0
44572,41822.49,37296.43729,0,0,-0.087482962,1
